id,order,expected_json
186,"Can you get me a Short Drip Coffee, substitute with Cold Foam.","{""drink"": ""Drip Coffee"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Cold Foam""], ""food_items"": [], ""total_price"": 3.25}"
187,"Grab me a Caramel Macchiato, like make it Grande, pump actually of Oat Milk, oh and also Light Ice, hint of Coconut Milk... swap that for Caramel Syrup.","{""drink"": ""Caramel Macchiato"", ""size"": ""Grande"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Oat Milk"", ""Light Ice"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 7.05}"
188,"Uh, I think I'll try the Iced Coffee, make it Venti, paired with Whip Cream, blended with Sugar Free Vanilla... actually wait Extra Shot.","{""drink"": ""Iced Coffee"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [""Whip Cream"", ""Extra Shot""], ""food_items"": [], ""total_price"": 5.5}"
189,"Could I have a Tall Caramel Macchiato, pump of No sort of Whip, also Skim Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""No Whip"", ""Skim Milk""], ""food_items"": [], ""total_price"": 5.25}"
190,"I want a Tall Flat White, splash of Light Ice... change that to Extra Shot.","{""drink"": ""Flat White"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Shot""], ""food_items"": [], ""total_price"": 5.75}"
191,"Shoot me a Hot Chocolate, make it Venti, oh hmm and also Oat Milk, bit of Cold Foam, lot of No Ice, substitute with Classic err Syrup... disregard the Almond Milk.","{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Oat Milk"", ""Cold Foam"", ""No Ice"", ""Almond Milk""], ""food_items"": [], ""total_price"": 7.65}"
192,"Yo, can I get a Grande Americano, paired with Light Ice... instead of that use Extra Hot, use Almond Milk.","{""drink"": ""Americano"", ""size"": ""Grande"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Extra Hot"", ""Almond Milk""], ""food_items"": [], ""total_price"": 4.6}"
193,"Shoot me a Drip Coffee, make it Trenta.","{""drink"": ""Drip Coffee"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 4.0}"
194,"I'm going to grab a Mocha, like make it Trenta, alongside Breve... instead of that use Sugar Free literally Vanilla, topped with um Oat Milk, and a Avocado Toast.","{""drink"": ""Mocha"", ""size"": ""Trenta"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""Oat Milk""], ""food_items"": [""Avocado Toast""], ""total_price"": 14.8}"
195,"Fix me up a Short Frappe (Mocha), and don't forget the Oat I mean, Milk... nevermind on the Peppermint Syrup, and on the side Soy Milk, coupled with Skim Milk, and a Bacon you know, Gouda Sandwich.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Short"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Peppermint Syrup"", ""Soy Milk"", ""Skim Milk""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 11.85}"
196,Shoot me a Venti Latte.,"{""drink"": ""Latte"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.5}"
197,"I guess I'll take a Short Espresso, plus Skim Milk... take out the Extra Hot, make that with Peppermint Syrup... hang on No Ice, hit it with Sugar Free Vanilla.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Extra Hot"", ""No Ice"", ""Sugar Free Vanilla""], ""food_items"": [], ""total_price"": 3.0}"
198,"Can you get me a Espresso, make it Short, bit of Almond Milk, lot of No Whip, and on the side Skim Milk.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Almond Milk"", ""No Whip"", ""Skim Milk""], ""food_items"": [], ""total_price"": 3.1}"
199,I'm craving a Trenta Strawberry Smoothie.,"{""drink"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 7.5}"
200,"Start me off with a Matcha Latte, make like it Short.","{""drink"": ""Matcha Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 4.75}"
201,"Could I have a Trenta Iced Coffee, substitute with No Whip.","{""drink"": ""Iced Coffee"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [""No Whip""], ""food_items"": [], ""total_price"": 4.5}"
202,"Uh, I think I'll try the Tall Drip Coffee, put in some Classic Syrup, and a Bagel.","{""drink"": ""Drip Coffee"", ""size"": ""Tall"", ""final_milk"": null, ""modifiers"": [""Classic Syrup""], ""food_items"": [""Bagel""], ""total_price"": 5.0}"
203,"Lemme get a Tall Chai Latte, lot of Coconut Milk, and don't forget the Coconut Milk... hold the Cold Foam, and sort of Caramel Drizzle... ignoring that, Skim Milk, hint of Light literally Ice... nevermind on the Extra Hot, and a Blueberry um Muffin.","{""drink"": ""Chai Latte"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Coconut Milk"", ""Cold Foam"", ""Skim Milk"", ""Extra Hot""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.45}"
204,"Could I have a Short Cappuccino, and on the side Vanilla Syrup, also Caramel Syrup... sorry I changed my mind, Almond Milk, and a Bagel.","{""drink"": ""Cappuccino"", ""size"": ""Short"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Vanilla Syrup"", ""Almond Milk""], ""food_items"": [""Bagel""], ""total_price"": 7.6}"
205,"Gimme a Short Cappuccino, finished with Extra Shot... oops I meant Almond Milk, and on the side err Soy Milk.","{""drink"": ""Cappuccino"", ""size"": ""Short"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Almond Milk"", ""Soy Milk""], ""food_items"": [], ""total_price"": 5.2}"
206,"Uh, I think I'll try the Short Matcha Latte, oh and also Sugar Free Vanilla.","{""drink"": ""Matcha Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Sugar Free Vanilla""], ""food_items"": [], ""total_price"": 5.25}"
207,Let me try the Short Americano.,"{""drink"": ""Americano"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 3.0}"
208,"Start me off with a Frappe (Mocha), make it Venti, poured over Almond Milk, and a Butter Croissant.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [""Butter Croissant""], ""total_price"": 10.85}"
209,"I'll take a Tall Drip Coffee, and don't forget uh the Soy Milk, throw in some Cold Foam... actually no Caramel Syrup, and a Butter hmm Croissant.","{""drink"": ""Drip Coffee"", ""size"": ""Tall"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk"", ""Caramel Syrup""], ""food_items"": [""Butter Croissant""], ""total_price"": 7.1}"
210,"Can I please get a Strawberry Smoothie, make it Grande, throw in some kinda Soy Milk, and a Bagel.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Grande"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk""], ""food_items"": [""Bagel""], ""total_price"": 9.6}"
211,"Start me off with a Drip Coffee, make it Short.","{""drink"": ""Drip Coffee"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 2.0}"
212,"Let's start with a Short Espresso, use Sugar Free Vanilla... disregard the Whip Cream, and a Avocado sort of Toast.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Whip Cream""], ""food_items"": [""Avocado Toast""], ""total_price"": 10.0}"
213,"I'm going to grab a Grande Flat White, and let's add Soy Milk... actually wait wait Whip Cream, oh and kinda also Vanilla Syrup, use Light Ice.","{""drink"": ""Flat White"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Whip Cream"", ""Vanilla Syrup"", ""Light Ice""], ""food_items"": [], ""total_price"": 6.25}"
214,"Okay, for me, it's gonna be a Flat White, make it Short, finished with Sugar Free Vanilla... actually let's do I mean, Hazelnut Syrup, with Coconut Milk... change that to Caramel Syrup.","{""drink"": ""Flat White"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 5.25}"
215,"So, I'll have a Trenta Frappe (Coffee), poured over Caramel Syrup... actually let's do Classic Syrup, oh and also Breve... remove the Peppermint Syrup.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Classic Syrup"", ""Peppermint Syrup""], ""food_items"": [], ""total_price"": 7.5}"
216,"I'm craving a Grande Matcha Latte, finished with hmm Peppermint Syrup, added with Classic Syrup... wait sorry um Caramel Drizzle, and a Bacon Gouda like Sandwich.","{""drink"": ""Matcha Latte"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Peppermint Syrup"", ""Caramel Drizzle""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 12.25}"
217,"Umm, let's see... I'll do a Short Hot Chocolate, substitute with No Whip, and a actually Avocado Toast.","{""drink"": ""Hot Chocolate"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""No Whip""], ""food_items"": [""Avocado Toast""], ""total_price"": 10.5}"
218,"Make it a Chai sort of Latte, make it Short, bit of Whip Cream, make that with No Whip... omit the Coconut sort of Milk, and on the side Coconut Milk... wait, is that extra? okay no No Whip.","{""drink"": ""Chai Latte"", ""size"": ""Short"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Whip Cream"", ""Coconut Milk"", ""No Whip""], ""food_items"": [], ""total_price"": 5.45}"
219,"Shoot me a Grande Espresso, dash of Extra Shot, oh and also Cold Foam... actually let's do Coconut Milk.","{""drink"": ""Espresso"", ""size"": ""Grande"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Extra Shot"", ""Coconut Milk""], ""food_items"": [], ""total_price"": 5.2}"
220,"Grab me a Short Strawberry Smoothie, included with Peppermint Syrup.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Peppermint Syrup""], ""food_items"": [], ""total_price"": 6.0}"
221,"So, I'll have a Grande Drip Coffee, blended with Extra Shot, and on the side Coconut Milk... sorry I changed my mind, Almond Milk, added with No Ice.","{""drink"": ""Drip Coffee"", ""size"": ""Grande"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Extra Shot"", ""Almond Milk"", ""No Ice""], ""food_items"": [], ""total_price"": 4.6}"
222,"Order of a Cappuccino, kinda make it Short, dash of Extra literally Hot, added with No Whip, paired with Skim Milk... wait sorry Caramel Syrup, and Caramel Drizzle, and a Bagel.","{""drink"": ""Cappuccino"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Hot"", ""No Whip"", ""Caramel Syrup"", ""Caramel Drizzle""], ""food_items"": [""Bagel""], ""total_price"": 7.5}"
223,"I'm craving a Venti Matcha Latte, dash of Cold Foam... replace you know, that with Extra Shot, and on the side Peppermint Syrup.","{""drink"": ""Matcha Latte"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Shot"", ""Peppermint Syrup""], ""food_items"": [], ""total_price"": 7.75}"
224,"Get me a Chai Latte, make it Tall, and a Avocado kinda Toast.","{""drink"": ""Chai Latte"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [""Avocado Toast""], ""total_price"": 11.75}"
225,"I'll take a Short Matcha Latte, bit of Sugar Free Vanilla.","{""drink"": ""Matcha Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Sugar Free Vanilla""], ""food_items"": [], ""total_price"": 5.25}"
226,"Could I have a Frappe (Coffee), make it Venti, make sure hmm there's Classic Syrup, mix in some Caramel like Syrup... hang on Soy Milk, and a Avocado Toast.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Classic Syrup"", ""Soy Milk""], ""food_items"": [""Avocado Toast""], ""total_price"": 14.1}"
227,"I need a Short Drip Coffee, poured over Coconut Milk, and a Bagel.","{""drink"": ""Drip Coffee"", ""size"": ""Short"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk""], ""food_items"": [""Bagel""], ""total_price"": 5.2}"
228,"Let me try the Americano, make err it Short, mix in some Caramel Syrup... actually sans Soy Milk, oh actually and also Caramel Syrup.","{""drink"": ""Americano"", ""size"": ""Short"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 4.1}"
229,"I'm craving a Drip Coffee, make it Tall, coupled with Cold Foam, plus Skim Milk, and Classic Syrup, and let's you know, add Extra Shot.","{""drink"": ""Drip Coffee"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Cold Foam"", ""Skim Milk"", ""Classic Syrup"", ""Extra Shot""], ""food_items"": [], ""total_price"": 4.75}"
230,"Two Tall Americano, alongside Breve.","{""drink"": ""Americano"", ""size"": ""Tall"", ""final_milk"": ""Breve"", ""modifiers"": [""Breve""], ""food_items"": [], ""total_price"": 4.3}"
231,"Okay, for me, it's gonna be a Tall Caramel Macchiato, and throw on Coconut Milk, blended with Extra Shot, make sure there's Skim Milk... scrap the Extra Hot, hit it with Whip Cream... cancel the Almond Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Tall"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Coconut Milk"", ""Extra Shot"", ""Extra Hot"", ""Almond Milk""], ""food_items"": [], ""total_price"": 7.55}"
232,"Yo, can I get a Trenta Strawberry Smoothie, alongside Caramel Syrup, and Extra Shot.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [""Caramel Syrup"", ""Extra Shot""], ""food_items"": [], ""total_price"": 9.0}"
233,"Gimme a Mocha, kinda make it Short, included with Extra Shot, and throw kinda on Vanilla Syrup.","{""drink"": ""Mocha"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Shot"", ""Vanilla Syrup""], ""food_items"": [], ""total_price"": 6.0}"
234,"Uh, I think I'll try the Venti Frappe (Coffee), make literally that with Almond Milk, throw in some Caramel Syrup.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 7.6}"
235,"May I get a Frappe (Coffee), make it Grande.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 6.0}"
236,"I need a Caramel Macchiato, err make it Trenta, with Coconut Milk, dash of Soy Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Coconut Milk"", ""Soy Milk""], ""food_items"": [], ""total_price"": 8.05}"
237,Two Grande Hot Chocolate.,"{""drink"": ""Hot Chocolate"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 4.5}"
238,I want a Grande Chai Latte.,"{""drink"": ""Chai Latte"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.25}"
239,"Alright, I think I want a Tall Chai Latte, and why not add actually Extra Shot, make literally that with Light Ice, and a Bacon Gouda Sandwich.","{""drink"": ""Chai Latte"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Shot"", ""Light Ice""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 11.25}"
240,"Two Short Caramel Macchiato, added with Hazelnut Syrup, oh and also Caramel Syrup.","{""drink"": ""Caramel Macchiato"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 5.75}"
241,"Please give me a Latte, sort of make it Venti, poured over Vanilla actually Syrup... wait wait Almond Milk, and a Butter like Croissant.","{""drink"": ""Latte"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [""Butter Croissant""], ""total_price"": 9.6}"
242,"I need a Trenta Americano, lot kinda of Light Ice, blended with Sugar Free Vanilla... actually let's do Breve, lot of Vanilla Syrup... wait sorry Extra Hot.","{""drink"": ""Americano"", ""size"": ""Trenta"", ""final_milk"": ""Breve"", ""modifiers"": [""Light Ice"", ""Breve"", ""Extra Hot""], ""food_items"": [], ""total_price"": 5.8}"
243,"Order of a Venti Frappe (Mocha), and on the side No Whip... belay that Caramel Drizzle, mix in some Vanilla Syrup, and a Blueberry Muffin.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Caramel Drizzle"", ""Vanilla Syrup""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.5}"
244,"May I get a Cold Brew, make it Short, and let's add Hazelnut Syrup.","{""drink"": ""Cold Brew"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Hazelnut Syrup""], ""food_items"": [], ""total_price"": 4.25}"
245,"May I get a Venti Hot Chocolate, mix in some No Ice... change that to Extra Hot, blended with Skim Milk... actually let's do Light Ice.","{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Hot"", ""Light Ice""], ""food_items"": [], ""total_price"": 5.0}"
246,"I want a Trenta Espresso, and a Butter Croissant.","{""drink"": ""Espresso"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [""Butter Croissant""], ""total_price"": 8.0}"
247,"Fix me up a Latte, make it kinda Short, make that with Sugar Free Vanilla, and a Avocado sort of Toast.","{""drink"": ""Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Sugar Free Vanilla""], ""food_items"": [""Avocado Toast""], ""total_price"": 11.5}"
248,"Okay, for me, it's gonna be a Strawberry Smoothie, make it like Trenta.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 7.5}"
249,"Let's start with a Cappuccino, make it Venti, make sure there's Coconut Milk... belay that Caramel Syrup.","{""drink"": ""Cappuccino"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Caramel Syrup""], ""food_items"": [], ""total_price"": 6.0}"
250,"Gimme a Venti Caramel Macchiato, splash of Classic Syrup, mix in some Extra Shot.","{""drink"": ""Caramel Macchiato"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Classic Syrup"", ""Extra Shot""], ""food_items"": [], ""total_price"": 7.25}"
251,"I guess I'll take a Venti Frappe (Mocha), put in some Caramel Syrup... take out the actually Skim Milk.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk""], ""food_items"": [], ""total_price"": 6.75}"
252,"I would like a Grande Flat White, hint of Classic Syrup, added with Hazelnut Syrup... scrap the Extra Hot, splash of Skim Milk... scrap the Caramel you know, Drizzle, and a err Butter Croissant.","{""drink"": ""Flat White"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Classic Syrup"", ""Extra Hot"", ""Caramel Drizzle""], ""food_items"": [""Butter Croissant""], ""total_price"": 9.25}"
253,I'm craving a Grande Mocha.,"{""drink"": ""Mocha"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.5}"
254,"I'll have a Latte, make it Venti, hit it with Sugar Free Vanilla, and you know, don't forget the Classic Syrup.","{""drink"": ""Latte"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""Classic Syrup""], ""food_items"": [], ""total_price"": 6.0}"
255,"Make it a Short Mocha, blended with Skim Milk... scratch that, give me Breve, dash of Vanilla Syrup, and a Blueberry Muffin.","{""drink"": ""Mocha"", ""size"": ""Short"", ""final_milk"": ""Breve"", ""modifiers"": [""Breve"", ""Vanilla Syrup""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 9.55}"
256,"Get me a Matcha Latte, sort of make it Grande.","{""drink"": ""Matcha Latte"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.75}"
257,"Let me try the Americano, make it Venti.","{""drink"": ""Americano"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 4.5}"
258,"Fix me up a Grande Chai Latte, dash of Caramel Drizzle, substitute I mean, with Coconut Milk.","{""drink"": ""Chai Latte"", ""size"": ""Grande"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Caramel Drizzle"", ""Coconut Milk""], ""food_items"": [], ""total_price"": 6.45}"
259,"Just a Trenta Flat White, make sure there's Hazelnut Syrup, hint of literally No Ice.","{""drink"": ""Flat White"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""No Ice""], ""food_items"": [], ""total_price"": 6.75}"
260,"Order of a Venti Mocha, and why not add Almond Milk.","{""drink"": ""Mocha"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [], ""total_price"": 6.6}"
261,"I'll have a Tall Americano, hit it with Sugar Free Vanilla, also Oat Milk, alongside Caramel Syrup.","{""drink"": ""Americano"", ""size"": ""Tall"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""Oat Milk"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 5.3}"
262,"I would like a Hot Chocolate, make it Grande, also Classic Syrup, make that um with Hazelnut Syrup, hit hmm it with Peppermint Syrup.","{""drink"": ""Hot Chocolate"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Classic Syrup"", ""Hazelnut Syrup"", ""Peppermint Syrup""], ""food_items"": [], ""total_price"": 5.5}"
263,"I'd like to order a Grande Cold Brew, and throw on Soy Milk, alongside Hazelnut Syrup... ignoring that, Caramel Drizzle, mix in some Vanilla Syrup... switch that to No Whip, and a Avocado Toast.","{""drink"": ""Cold Brew"", ""size"": ""Grande"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk"", ""Caramel Drizzle"", ""No Whip""], ""food_items"": [""Avocado Toast""], ""total_price"": 12.85}"
264,"Umm, let's see... I'll do a Tall Drip Coffee, bit of Skim Milk, oh and also Extra Shot.","{""drink"": ""Drip Coffee"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk"", ""Extra Shot""], ""food_items"": [], ""total_price"": 3.5}"
265,"Let's start with a Trenta Cold Brew, throw in some Breve... ignoring that, Skim Milk.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk""], ""food_items"": [], ""total_price"": 5.75}"
266,"I guess I'll take a Venti Frappe (Coffee), plus Skim Milk.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk""], ""food_items"": [], ""total_price"": 6.5}"
267,"Alright, I think I want a Short Matcha Latte, throw in some Vanilla Syrup.","{""drink"": ""Matcha Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Vanilla Syrup""], ""food_items"": [], ""total_price"": 5.25}"
268,"Uh, I think I'll try the Venti Latte, and a Blueberry Muffin.","{""drink"": ""Latte"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [""Blueberry Muffin""], ""total_price"": 9.25}"
269,"I'll take a Grande Latte, included with Coconut Milk... actually you know, wait Classic Syrup, use Skim Milk, and a Bagel.","{""drink"": ""Latte"", ""size"": ""Grande"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Classic Syrup"", ""Skim Milk""], ""food_items"": [""Bagel""], ""total_price"": 7.5}"
270,"So, I'll have a Grande Iced Coffee, lot literally of Light Ice... swap that for Soy Milk, and why not add Whip Cream.","{""drink"": ""Iced Coffee"", ""size"": ""Grande"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk"", ""Whip Cream""], ""food_items"": [], ""total_price"": 4.6}"
271,"May I get a Tall Matcha Latte, splash of Classic Syrup... scratch that, give me Light Ice, included with Skim Milk.","{""drink"": ""Matcha Latte"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Light Ice"", ""Skim Milk""], ""food_items"": [], ""total_price"": 5.25}"
272,"I'm going to grab a Tall Frappe (Coffee), added with Coconut um Milk, included with No Whip... scratch that, give me Whip Cream.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk"", ""Whip Cream""], ""food_items"": [], ""total_price"": 6.7}"
273,"Hit me with a Frappe (Coffee), make it um Grande, hint I mean, of Almond Milk, coupled with Caramel Syrup, and a Butter Croissant.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk"", ""Caramel Syrup""], ""food_items"": [""Butter Croissant""], ""total_price"": 10.6}"
274,"Grab me a Short Caramel Macchiato, dash of Soy Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Short"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk""], ""food_items"": [], ""total_price"": 5.35}"
275,"Let me try the Grande Iced Coffee, put like in some Hazelnut Syrup, and Oat Milk, use No Ice.","{""drink"": ""Iced Coffee"", ""size"": ""Grande"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Oat Milk"", ""No Ice""], ""food_items"": [], ""total_price"": 4.8}"
276,"Please give me a Grande Frappe (Mocha), bit of Soy Milk, bit of Caramel Drizzle, hint of Light actually Ice, paired with Extra Shot.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk"", ""Caramel Drizzle"", ""Light Ice"", ""Extra Shot""], ""food_items"": [], ""total_price"": 8.35}"
277,"Get me a Grande Drip Coffee, topped with Sugar Free Vanilla.","{""drink"": ""Drip Coffee"", ""size"": ""Grande"", ""final_milk"": null, ""modifiers"": [""Sugar Free Vanilla""], ""food_items"": [], ""total_price"": 3.5}"
278,"Okay, for me, it's gonna be a Venti Americano, and let's add Coconut Milk, hit it with Caramel Drizzle, and a Bagel.","{""drink"": ""Americano"", ""size"": ""Venti"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk"", ""Caramel Drizzle""], ""food_items"": [""Bagel""], ""total_price"": 8.2}"
279,"So, I'll have a Strawberry Smoothie, make it Venti, pump of Extra Shot... actually wait Skim Milk, dash of Coconut Milk, and um a Butter Croissant.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Skim Milk"", ""Coconut Milk""], ""food_items"": [""Butter Croissant""], ""total_price"": 11.2}"
